"pid","assessed_value"
1875,246007.71
1876,315691.24
1877,328771.47
1878,390506.2
1879,436300.27
1880,400582.67
1881,301054.18
1882,625473.46
1883,336595.43
1884,376837.05
1885,235372.6
1886,340713.62
1887,336088.54
1888,321511.74
1889,291618.42
1890,219381.58
1891,136800.52
1892,118785.96
1893,316056.69
1894,296957.43
1895,249551.7
1896,362583.35
1897,425188.69
1898,232007.18
1899,367172.34
1900,808916.13
1901,367009.79
1902,345759
1903,336251.59
1904,323193.54
1905,374613.37
1906,455221.79
1907,330669.94
1908,136340.99
1909,209459.24
1910,142534.1
1911,231206.62
1912,220719.28
1913,162233.06
1914,227069.89
1915,294881.23
1916,295918.5
1917,200135.77
1918,526903.01
1919,354465.02
1920,216399.11
1921,347921.94
1922,249469.43
1923,371284.84
1924,255483.16
1925,460044.59
1926,448759.72
1927,320215.58
1928,300305.47
1929,216110.47
1930,191749.09
1931,532535.78
1932,77334.16
1933,109580.5
1934,254365.67
1935,216017.11
1936,199885.46
1937,101000.1
1938,379108.08
1939,363912.96
1940,852013.84
1941,205054.06
1942,227666.29
1943,566871.49
1944,362237.81
1945,232955.43
1946,426136.34
1947,164543.85
1948,309374.94
1949,355387.25
1950,500026.46
1951,302207.09
1952,265548.53
1953,117599.5
1954,132785.5
1955,221926.56
1956,333103.91
1957,188834.48
1958,138556.96
1959,286093.65
1960,707034.53
1961,330360.9
1962,145381.02
1963,330740.71
1964,327091.03
1965,101984.19
1966,134792.56
1967,264673.76
1968,523584.94
1969,577180.09
1970,1299907.56
1971,438651.3
1972,422532.9
1973,319744.95
1974,353957.06
1975,619346.63
1976,459302.99
1977,363818.95
1978,390531.99
1979,85523.2
1980,312219.07
1981,363121.47
1982,113361.79
1983,193983.93
1984,107603.11
1985,411316.86
1986,317987.13
1987,324027.45
1988,213174.53
1989,1576216.77
1990,366737.26
1991,347694.59
1992,102864.94
1993,334073.81
1994,125470.97
1995,478640.28
1996,444898.06
1997,322766.78
1998,282914.81
1999,174872.8
2000,1420751.77
2001,362194.2
2002,82370.03
2003,284437.75
2004,256581.23
2005,294905.98
2006,346171.79
2007,102041.59
2008,175571.54
2009,347364.94
2010,302068.16
2011,189454.32
2012,276193.89
2013,400346.12
2014,285479.75
2015,304375.02
2016,914990.9
2017,1098832.76
2018,185173.36
2019,536289.87
2020,177379.4
2021,223686.24
2022,323898.93
2023,142373.61
2024,264909.39
2025,365239.24
2026,199122.2
2027,325146.06
2028,278496.87
2029,258636.77
2030,151802.79
2031,165103.92
2032,296186.71
2033,225236.54
2034,339173.55
2035,78455.72
2036,313708.54
2037,359706.85
2038,215723.61
2039,238095.69
2040,331735.74
2041,232878.72
2042,386621.53
2043,174994.75
2044,315700.58
2045,526701.8
2046,664537.97
2047,157221.55
2048,308011.28
2049,845732.51
2050,253718.61
2051,539647.85
2052,211613.7
2053,326524.76
2054,236014.4
2055,222356.7
2056,149894.06
2057,291135.21
2058,169683.29
2059,456167.92
2060,353230.61
2061,262948.68
2062,224138.15
2063,189758.6
2064,256802.31
2065,331650.75
2066,290380.69
2067,152127.03
2068,302826.91
2069,235127.64
2070,342186.82
2071,268424.45
2072,751019.96
2073,163415.6
2074,293411.52
2075,123460.82
2076,385119.03
2077,981004.64
2078,200186.33
2079,374126.75
2080,327377.72
2081,218536.76
2082,345764.41
2083,388463.82
2084,265123.65
2085,229782.58
2086,566827.98
2087,221117.29
2088,191624.79
2089,251063.96
2090,383962.78
2091,318354.92
2092,845062.36
2093,289354.96
2094,162127.65
2095,220744.02
2096,438976.6
2097,445892.03
2098,127957.94
2099,306105.16
2100,331577.52
2101,271021.19
2102,168682.47
2103,423894.12
2104,457720.9
2105,210920.8
2106,536819.4
2107,303840.48
2108,141471.77
2109,338655.65
2110,394103.58
2111,144197.06
2112,377754.47
2113,330051.04
2114,482813.3
2115,366666.54
2116,131928.66
2117,324174.99
2118,342485.16
2119,256355.42
2120,269918.49
2121,1303289.02
2122,316124.07
2123,138830.57
2124,115616.2
2125,211955.03
2126,389132.26
2127,291160.76
2128,113064.3
2129,366259.68
2130,169041.06
2131,846350.02
2132,253644.8
2133,218334.58
2134,339428.87
2135,323758.64
2136,291839.4
2137,376410.48
2138,241099.65
2139,342677
2140,454526.43
2141,126637.43
2142,304654.47
2143,170696.26
2144,230254.06
2145,221908.34
2146,501925.57
2147,364572.5
2148,246942.58
2149,359625.16
2150,280176.21
2151,333678.65
2152,361368.87
2153,356047.49
2154,302414.88
2155,177026.98
2156,683341.31
2157,199105.37
2158,310490.8
2159,310380.92
2160,406314.26
2161,178702.03
2162,685879.25
2163,238172.19
2164,270821.03
2165,169761.14
2166,573960.86
2167,357443.44
2168,307691.27
2169,331160.17
2170,327409.57
2171,238260.49
2172,595091.18
2173,300508.5
2174,173903.87
2175,473154.55
2176,345429.62
2177,159402.19
2178,252489.23
2179,405389.64
2180,366886.64
2181,193622.41
2182,394350.61
2183,334598.17
2184,323997.88
2185,149346.93
2186,294731.67
2187,661141.45
2188,271131.5
2189,266181.98
2190,354456.32
2191,230936.82
2192,338177.74
2193,204124.82
2194,291819.76
2195,564122.88
2196,395043.13
2197,397470.1
2198,229886.13
2199,320000.08
2200,360969.34
2201,233613.67
2202,249212.31
2203,134639.68
2204,296719.32
2205,525850.75
2206,171101.45
2207,224271.12
2208,350346.4
2209,175416.11
2210,707239.48
2211,273100.57
2212,154226.3
2213,469833.78
2214,227943.41
2215,225969.78
2216,651905.57
2217,346897.11
2218,332853.04
2219,336467.63
2220,295910.87
2221,394194.5
2222,358911.09
2223,106964.3
2224,363320.86
2225,693481.47
2226,127374.82
2227,372457.64
2228,140033.7
2229,320076.3
2230,345121.84
2231,295688.41
2232,338257.57
2233,302467.52
2234,570872.5
2235,351099.62
2236,473381.36
2237,135319.06
2238,508361.05
2239,242553.98
2240,264305.36
2241,239427.99
2242,304692.79
2243,444215.13
2244,203323.93
2245,903921.42
2246,258031.44
2247,333159.04
2248,165030.42
2249,387803.17
2250,646598.22
2251,555376.45
2252,229740.86
2253,186575.91
2254,276730.18
2255,293271.07
2256,680804.15
2257,167220.43
2258,459464.31
2259,268561.23
2260,122874.99
2261,382636.06
2262,368472.51
2263,289897.45
2264,1003399.93
2265,1467963.57
2266,159420.94
2267,130711.14
2268,724078.87
2269,295679.01
2270,317074.01
2271,160416.7
2272,315045.57
2273,111443.2
2274,262683.52
2275,320089.08
2276,300366.27
2277,352653.54
2278,958504.37
2279,275639.77
2280,306920.27
2281,185485.75
2282,708088.98
2283,503928.12
2284,344745.68
2285,370549.03
2286,111745.11
2287,402562.67
2288,231296.19
2289,562664.83
2290,288781.83
2291,383318.98
2292,192313.92
2293,308180.53
2294,333978.51
2295,373285.49
2296,459815.54
2297,401451.5
2298,359015.9
2299,254091.84
2300,178138.89
2301,188461.72
2302,230254.96
2303,785208.1
2304,133533.48
2305,169508.76
2306,357078.92
2307,358341.29
2308,231313.27
2309,172328.34
2310,434203.21
2311,127874.34
2312,189172.25
2313,174769.36
2314,319510.03
2315,280978.72
2316,461920.66
2317,278026.31
2318,315107.11
2319,420217.97
2320,188177.91
2321,306599.69
2322,192924.57
2323,597977.34
2324,298983.04
2325,199327.62
2326,317409.74
2327,248093
2328,174802.95
2329,362174.6
2330,398443.72
2331,218120.38
2332,275075.06
2333,122453.83
2334,1204748.36
2335,333705.27
2336,112793.43
2337,259938.41
2338,260960.5
2339,182602.46
2340,164750.75
2341,975069.63
2342,402699.16
2343,291322.83
2344,525834.98
2345,259545.52
2346,248337.81
2347,360845.54
2348,419113.58
2349,276974.8
2350,147046.48
2351,253848.83
2352,107641.99
2353,347323.12
2354,408805.71
2355,218087.59
2356,404938.54
2357,220308.99
2358,219055.76
2359,363860.1
2360,355535.57
2361,342141.55
2362,333985.43
2363,683693.08
2364,114416.36
2365,297550.63
2366,739574.75
2367,280836.5
2368,430937.09
2369,537230.01
2370,155415.14
2371,332919.58
2372,201437.19
2373,106936.02
2374,240098.13
2375,284984.31
2376,323656.45
2377,129810.27
2378,324118.55
2379,931452.85
2380,256152.84
2381,247280.09
2382,177425.98
2383,320075.74
2384,342699.38
2385,193338.2
2386,296766.91
2387,283983.5
2388,274108.34
2389,173818.32
2390,322350.08
2391,588541.88
2392,417010.45
2393,494791.35
2394,215506.86
2395,331398.6
2396,309630.5
2397,337796.35
2398,351655.61
2399,511799.63
2400,348694.57
2401,340615.84
2402,163679.57
2403,510004.33
2404,318667.55
2405,226255.04
2406,307340.68
2407,120361.36
2408,694722.44
2409,545843.76
2410,331194.27
2411,432774.25
2412,376291.37
2413,267552.19
2414,381664.6
2415,314545.46
2416,281165.63
2417,183009
2418,1253085.11
2419,328130.49
2420,556735.31
2421,348832.79
2422,276554.52
2423,234130.57
2424,353697.9
2425,400726.7
2426,404931.12
2427,239366.32
2428,301528.09
2429,436577.53
2430,370827.51
2431,184727.5
2432,365676.52
2433,353260.35
2434,497419.22
2435,262022.26
2436,240259.6
2437,321558.24
2438,125701.39
2439,273187.23
2440,93840.81
2441,175712
2442,169804.03
2443,294747.77
2444,277337.59
2445,295278.65
2446,358985.27
2447,376217.75
2448,307746.76
2449,371591.03
2450,196387.83
2451,315567.64
2452,360797.15
2453,322087.85
2454,194115.4
2455,377148.34
2456,317655.94
2457,297638.1
2458,392629.82
2459,294307.05
2460,264093.62
2461,298854.66
2462,238695.43
2463,279674.5
2464,200474.48
2465,210384.93
2466,205021.5
2467,290214.31
2468,505192.5
2469,390421.99
2470,344413.62
2471,864977.01
2472,201474.08
2473,256209.84
2474,182861.22
2475,515995.37
2476,356173.06
2477,166922.36
2478,215386.17
2479,238379.28
2480,288029.3
2481,605329.45
2482,152092.74
2483,207300.94
2484,342111.83
2485,278440.84
2486,378987.39
2487,278498.79
2488,185456.27
2489,152616.32
2490,336739.07
2491,568034.07
2492,142278.76
2493,608400.88
2494,272249.03
2495,367589.08
2496,471830.26
2497,338636.12
2498,334174.41
2499,497880.45
2500,119335.99
2501,92683.13
2502,241449.16
2503,591663.51
2504,362029.07
2505,270286.56
2506,288950.71
2507,344910.77
2508,318968.14
2509,390456.67
2510,230159.62
2511,339929.62
2512,227485.47
2513,648521.89
2514,182125.3
2515,219968.34
2516,198104.98
2517,294996.29
2518,265032.78
2519,283923.59
2520,227816.61
2521,308952.89
2522,336667.66
2523,334133.86
2524,395556.33
2525,146486.37
2526,123553.74
2527,150272.04
2528,488329.69
2529,352077.23
2530,269520.4
2531,119939.81
2532,358594.82
2533,253622.27
2534,136164.65
2535,247259.51
2536,125311.94
2537,414012.6
2538,474014.31
2539,256014.51
2540,721247.6
2541,439076.04
2542,159993.37
2543,202351.64
2544,422788.86
2545,226895.58
2546,343056.73
2547,416246.77
2548,236001.76
2549,288011.35
2550,337575.33
2551,593055.11
2552,316212.81
2553,343986.32
2554,461602.95
2555,426821.24
2556,315057.8
2557,346050.29
2558,267223.32
2559,320009.86
2560,192449.48
2561,317821.94
2562,142985.76
2563,183587.27
2564,616176.54
2565,203907.15
2566,196107.03
2567,361922.1
2568,228243.71
2569,253802.67
2570,119762.41
2571,151412.6
2572,221494.36
2573,267825.6
2574,228394.45
2575,192368.89
2576,125066.68
2577,386597.47
2578,144021.27
2579,503215.74
2580,288408.81
2581,345544.58
2582,414609.19
2583,337422.66
2584,204204.17
2585,223521.97
2586,305250.18
2587,365721.48
2588,362758.45
2589,304809.96
2590,189731.34
2591,357427.86
2592,405060.39
2593,159379.75
2594,206847.78
2595,342296.98
2596,520251.57
2597,304067.97
2598,248586.47
2599,276614.65
2600,475519.62
2601,372835.82
2602,538873.43
2603,293271.07
2604,358438.77
2605,238557.16
2606,367681.44
2607,354229.04
2608,283381.3
2609,669303.55
2610,327701.86
2611,745634.54
2612,278814.18
2613,298525.85
2614,738081.76
2615,299339.25
2616,179400.17
2617,164916.67
2618,318980.76
2619,330145.71
2620,304845.71
2621,202684.95
2622,339949.15
2623,228843.29
2624,165318.73
2625,258458.1
2626,398908.73
2627,318715.31
2628,151843.89
2629,281076.83
2630,320092.79
2631,356805.48
2632,341102.79
2633,393300.44
2634,325062.98
2635,494779.56
2636,216541.28
2637,303104.06
2638,638844.06
2639,323240.67
2640,339489.34
2641,248361.09
2642,183355.2
2643,301416.05
2644,330177.21
2645,334784.2
2646,137335.81
2647,255721.81
2648,106438.61
2649,442462.89
2650,123457.73
2651,352861.95
2652,174786.66
2653,125890.23
2654,613617.89
2655,189739.63
2656,280643.46
2657,349851.47
2658,666432.32
2659,353097.62
2660,243052.89
2661,92587.1
2662,335569.27
2663,194821.93
2664,643086.8
2665,296871.13
2666,247607.86
2667,369204.85
2668,190883.31
2669,314804.62
2670,501896.25
2671,319311.3
2672,304536.77
2673,111231.82
2674,197206
2675,342170.16
2676,416948.24
2677,350030.68
2678,230607.52
2679,203398.95
2680,200888.33
2681,266834.67
2682,358777.7
2683,120443
2684,352092.9
2685,206327.08
2686,359751.89
2687,286230.32
2688,807483.12
2689,535719.43
2690,622194.41
2691,162571.79
2692,207722.76
2693,378419.26
2694,148715.42
2695,317285.3
2696,371639.08
2697,128410.98
2698,328877.95
2699,279963.27
2700,201325.7
2701,341450.13
2702,129929.12
2703,1196284.2
2704,331390.53
2705,399761.73
2706,329601.42
2707,375814.67
2708,214323.65
2709,723310.64
2710,275817.78
2711,223052.94
2712,231549.96
2713,220413.63
2714,231131.73
2715,635595.91
2716,176319.01
2717,542719.76
2718,292618.82
2719,380983.09
2720,212008.92
2721,186514.41
2722,390420.44
2723,172267.02
2724,252268.54
2725,251165.33
2726,514757.46
2727,420139.23
2728,268149.33
2729,274821.05
2730,458925.25
2731,460070.5
2732,542525.96
2733,204220.04
2734,307085.17
2735,443498.96
2736,217892.45
2737,461360.88
2738,317979.97
2739,393266.33
2740,169342.3
2741,284699.1
2742,367146.78
2743,451178.27
2744,854805.04
2745,348236.99
2746,408933.69
2747,117410.96
2748,366634.71
2749,417744.44
2750,286359.21
2751,264778.88
2752,128387.63
2753,329336.59
2754,167053.72
2755,272373.31
2756,217685.83
2757,417768.47
2758,229118.28
2759,355197.35
2760,678876.75
2761,291536.77
2762,402721.21
2763,230763.31
2764,297077.58
2765,158387.21
2766,283285.99
2767,554178.87
2768,342519.64
2769,265058.29
2770,309225.38
2771,270772.48
2772,317979.97
2773,300716.84
2774,234221.09
2775,288459.86
2776,247262.32
2777,397005.8
2778,196584.18
2779,215757.17
2780,1423461.59
2781,189073.22
2782,433843.86
2783,133558.2
2784,97066.58
2785,447199.19
2786,233783.15
2787,315146.08
2788,500641.43
2789,162359.45
2790,189734.37
2791,242534.11
2792,307732.83
2793,300184.07
2794,300372.03
2795,241931.61
2796,231099.19
2797,153213.67
2798,142901.87
2799,214374.91
2800,225500.18
2801,133023.5
2802,1207590.05
2803,626077.95
2804,244228.92
2805,222892.09
2806,404834.55
2807,365115.98
2808,809895.62
2809,117616.57
2810,391709.42
2811,142170.26
2812,164869.68
2813,293362.23
2814,300060.36
2815,145390.27
2816,118386.75
2817,321882
2818,167497.58
2819,259562.67
2820,577524.86
2821,375083.64
2822,133813.72
2823,324423.48
2824,263127.23
2825,330847.35
2826,213116.68
2827,185367.47
2828,464758.75
2829,126930.34
2830,145437.79
2831,231878.08
2832,309681.78
2833,345273.73
2834,188472.59
2835,234327.07
2836,466740.91
2837,395953.23
2838,361016.86
2839,266526.82
2840,108857.99
2841,252450.03
2842,348267.24
2843,833936.94
2844,607352.45
2845,318745.79
2846,265713.59
2847,362661.59
2848,164218.64
2849,152927.42
2850,223561.59
2851,576303.22
2852,818509.43
2853,298460.16
2854,469228.63
2855,528076.83
2856,421631.46
2857,103875.97
2858,271797.92
2859,197490.35
2860,262601.53
2861,118952.8
2862,338569.59
2863,192568.46
2864,610934.18
2865,138433.55
2866,336936.06
2867,649610.34
2868,357058.32
2869,194663.08
2870,271028.53
2871,203451.36
2872,168538.38
2873,461918
2874,346814.11
2875,1016798.23
2876,301251.82
2877,549068.1
2878,118954.69
2879,198260.02
2880,711416.55
2881,188118.63
2882,263827.25
2883,216001.42
2884,394583.4
2885,326278.79
2886,140666.4
2887,117284.93
2888,324576.21
2889,223969.91
2890,170897.26
2891,221569.37
2892,206864.4
2893,343182.54
2894,141733.43
2895,157338.53
2896,349363.74
2897,585087.72
2898,204556.05
2899,315249.37
2900,244544.01
2901,192902.18
2902,320571.45
2903,298101.01
2904,402601.45
2905,454811.49
2906,425637.16
2907,138204.21
2908,317650.67
2909,209834.95
2910,366653.46
2911,60181.81
2912,274769.88
2913,624113.56
2914,222040.5
2915,164943.95
2916,412959.75
2917,333139.98
2918,344242.79
2919,755348.86
2920,336774.18
2921,375272.69
2922,193346.05
2923,297848.87
2924,338066.18
2925,229237.3
2926,330212.25
2927,185558.74
2928,448401.3
2929,317416.8
2930,337579.07
2931,228540.41
2932,147838.78
2933,325435.04
2934,322904.54
2935,193314.64
2936,723877.37
2937,124888.85
2938,331834.15
2939,459295.73
2940,137809.32
2941,169992.91
2942,285008.87
2943,112435.18
2944,304110.77
2945,196778.12
2946,357727.62
2947,321627.37
2948,363357.81
2949,413340.25
2950,314699.71
2951,300820.63
2952,210029.63
2953,459717.01
2954,337797.16
2955,252483.39
2956,516971.2
2957,141729.56
2958,170548.21
2959,179268.83
2960,170503.13
2961,636241.79
2962,259863.89
2963,1389033.77
2964,153449
2965,249708
2966,357274.45
2967,278639.07
2968,269603.1
2969,367012.65
2970,220550.96
2971,177126.93
2972,301053.95
2973,174993.39
2974,357722.99
2975,267828.76
2976,467757.75
2977,366748.22
2978,592911.59
2979,199442.74
2980,438198.17
2981,542562.65
2982,191152.81
2983,255087.96
2984,287582.4
2985,93120.26
2986,137249.98
2987,610055.78
2988,393640.83
2989,199615.21
2990,339185.67
2991,224013.13
2992,282287.52
2993,269350.84
2994,164594.82
2995,208885.34
2996,288761.68
2997,564024.21
2998,257424.32
2999,479352.61
3000,112986.75
3001,150162.7
3002,329745.68
3003,541334.12
3004,168709.42
3005,398826.73
3006,946266.91
3007,398853
3008,271480.38
3009,226938.48
3010,209951.2
3011,177983.57
3012,661052.64
3013,291922.46
3014,293059.29
3015,433878.04
3016,342577.98
3017,261136.67
3018,198651.76
3019,99671.42
3020,216541.6
3021,185616.9
3022,452245.28
3023,177864.49
3024,288951.88
3025,294491.04
3026,197013.29
3027,175359.32
3028,309007.27
3029,331170.28
3030,663704.24
3031,381577.54
3032,293799.01
3033,453261.41
3034,215360.9
3035,269841.73
3036,255989.16
3037,274171.12
3038,1328704.49
3039,300955.7
3040,348240.41
3041,223934.25
3042,415796.68
3043,335334.38
3044,550615.54
3045,413505.96
3046,210849.46
3047,203556.64
3048,308158.33
3049,530260.82
3050,201056.35
3051,365069.92
3052,341114.22
3053,174810.14
3054,334626.9
3055,386466.92
3056,314507.72
3057,364660.59
3058,1424051.72
3059,576646.53
3060,1420834.79
3061,281752.83
3062,169323.98
3063,252227.92
3064,80282.1
3065,293056.36
3066,857911.71
3067,366646.69
3068,284984.92
3069,101413.65
3070,985287.37
3071,362159.14
3072,655326.47
3073,372201.95
3074,313559.76
3075,207560.98
3076,259714.97
3077,151783.83
3078,236500.45
3079,482245.97
3080,312902.34
3081,387897.17
3082,295044.1
3083,1158777.81
3084,262167.37
3085,351600.9
3086,171077.28
3087,244983.02
3088,137716.54
3089,108461.06
3090,219479.07
3091,109148.43
3092,548432.22
3093,267578.19
3094,376614.38
3095,312654.91
3096,331737.9
3097,373729.95
3098,221028.58
3099,170297.79
3100,259134.12
3101,388835.93
3102,151263.52
3103,347880.96
3104,449995.95
3105,155190.54
3106,437146.46
3107,256818.35
3108,235294.02
3109,393572.65
3110,274821.05
3111,322664.04
3112,332771.14
3113,642605.48
3114,254934.07
3115,451769.47
3116,220961.38
3117,840342.12
3118,248780.26
3119,339905.14
3120,580234.01
3121,322107.03
3122,401849.07
3123,595418.82
3124,364346.97
3125,396082.48
3126,617104.42
3127,341107.69
3128,321252.37
3129,512363.32
3130,237597.39
3131,451535.31
3132,130109.39
3133,284009.77
3134,304505.11
3135,214222.51
3136,205529.18
3137,384788.18
3138,187816.15
3139,440675.07
3140,448289.85
3141,142398.32
3142,526856.73
3143,182237.83
3144,341883.58
3145,373228.53
3146,169648.84
3147,311565
3148,316856.98
3149,881053.97
3150,580210.25
3151,291923.64
3152,163708.59
3153,361821.77
3154,643128.97
3155,602492.76
3156,332404.68
3157,232625.17
3158,161221.99
3159,403825.96
3160,365663.88
3161,324326.58
3162,449750.75
3163,512284.33
3164,308086.83
3165,324443.24
3166,165763.68
3167,263372.2
3168,957411.62
3169,112714
3170,204504.46
3171,262001.77
3172,358777.7
3173,213801.11
3174,303851.45
3175,368651.32
3176,392874.5
3177,384196.13
3178,274590.73
3179,167488.32
3180,793112.16
3181,316100.8
3182,611318.76
3183,209990.52
3184,253981.75
3185,196362.4
3186,344569.75
3187,226062.52
3188,119747.82
3189,372945.94
3190,380589.86
3191,264923.1
3192,392304.47
3193,177546.46
3194,312420.01
3195,149025.75
3196,200005.31
3197,486605.4
3198,765442.72
3199,177849.23
3200,144689.42
3201,338947.56
3202,768893.64
3203,271058.88
3204,351581.59
3205,606287.48
3206,507174.57
3207,529884.72
3208,144422.45
3209,396067.95
3210,192997.56
3211,382423.38
3212,743291.43
3213,214941.35
3214,286816.17
3215,230827.58
3216,300760.39
3217,215562.32
3218,206563.54
3219,153672.36
3220,316146.27
3221,386015.06
3222,242398.83
3223,284879.08
3224,308513.36
3225,131771.97
3226,389885.55
3227,245680.17
3228,253851.37
3229,235192.24
3230,87092.36
3231,227123.03
3232,342822.08
3233,245064.3
3234,176178.95
3235,296707.96
3236,339698.36
3237,310228.53
3238,323123.46
3239,297714.87
3240,147763.22
3241,534474.24
3242,140398.64
3243,363658.47
3244,143367.22
3245,165571.68
3246,84474.85
3247,273920.59
3248,355884.1
3249,368479.59
3250,114603.79
3251,399507.91
3252,451060.04
3253,198202.41
3254,209483.27
3255,308566.42
3256,584081.33
3257,352165.38
3258,198635.12
3259,482055.78
3260,370298.47
3261,216024.05
3262,119403.29
3263,508317.44
3264,138255.44
3265,669680.08
3266,181617.58
3267,174675.45
3268,384820.31
3269,230432.64
3270,185531.94
3271,304564.67
3272,402342.82
3273,266099.61
3274,229037.94
3275,317495.06
3276,240952.85
3277,307756.55
3278,163538.58
3279,298692.58
3280,291835.01
3281,279108.25
3282,340665.96
3283,321624.41
3284,342261.2
3285,306650.14
3286,467299.48
3287,608872.77
3288,233567.13
3289,327140.77
3290,621000.48
3291,326464.33
3292,385889.82
3293,152891.78
3294,299608.17
3295,415348
3296,200702.98
3297,1502795.04
3298,230066.18
3299,374533.57
3300,322028.16
3301,422999.33
3302,446709.66
3303,309079.87
3304,393248.96
3305,180559.34
3306,856838.32
3307,278169
3308,1128593.88
3309,721247.6
3310,317917.65
3311,117315.24
3312,170067.08
3313,348298.29
3314,141822.42
3315,106140.29
3316,372678.58
3317,296116.25
3318,384473.82
3319,289774.27
3320,261019.72
3321,166505.58
3322,122218.87
3323,897950.86
3324,666509.38
3325,432192.56
3326,209593.63
3327,196804.47
3328,146446.81
3329,551135.88
3330,325488.56
3331,161862.42
3332,273789.97
3333,335405.8
3334,374183.01
3335,302406.52
3336,114437.63
3337,323545.01
3338,186568.62
3339,430859.39
3340,354909.05
3341,268655.15
3342,622079.33
3343,194193.65
3344,267973.58
3345,669042.8
3346,205609.3
3347,272686.05
3348,221505.34
3349,364718.57
3350,150860.15
3351,833354.32
3352,458945.85
3353,611388.7
3354,538672.88
3355,109542.45
3356,350869.88
3357,161139.7
3358,304987.12
3359,849715.35
3360,218281.83
3361,279571.22
3362,298036.56
3363,221222.97
3364,298102.76
3365,666224.54
3366,194984.62
3367,463423.92
3368,482362.97
3369,331504.51
3370,378640.73
3371,371449.52
3372,128954.29
3373,451433.88
3374,309338.17
3375,153567.61
3376,741281.79
3377,212253.11
3378,305555.01
3379,251053.63
3380,350831.04
3381,238097.65
3382,263495.74
3383,269674.38
3384,339518.45
3385,303131.81
3386,213878.89
3387,283610.48
3388,361963.8
3389,257170.08
3390,142099.91
3391,375944
3392,360308.45
3393,488364.66
3394,256298.07
3395,682212.47
3396,121427.69
3397,190010.54
3398,178427
3399,460798.09
3400,516510.99
3401,346823.59
3402,95964.76
3403,358546.28
3404,332920.08
3405,329828.9
3406,531645.07
3407,411755.39
3408,710525.55
3409,517265.36
3410,306546.84
3411,187546.27
3412,386415.95
3413,360149.02
3414,352439.48
3415,394043.23
3416,271046.75
3417,280141.98
3418,505548.91
3419,674944.79
3420,203737.94
3421,95723.61
3422,351515.54
3423,202481.15
3424,178175.37
3425,396402.86
3426,277026.85
3427,400818.69
3428,220075.08
3429,403843.75
3430,616226.55
3431,417804.49
3432,396212.06
3433,292334.18
3434,290395.66
3435,265294.3
3436,181522.46
3437,365329.55
3438,356631.87
3439,359287.15
3440,289858.91
3441,238696.73
3442,318618.34
3443,183133.63
3444,117813.12
3445,314826.75
3446,346370.79
3447,324212.21
3448,296525.67
3449,312876.3
3450,314724.76
3451,394074.85
3452,343796.65
3453,461559.89
3454,580025.66
3455,352864.11
3456,369782.37
3457,351496.08
3458,846604.3
3459,486450.37
3460,167399.81
3461,319191.8
3462,184202.15
3463,341359.77
3464,300413.35
3465,610460.94
3466,159883.5
3467,342201.05
3468,379688.48
3469,345330.96
3470,596714.51
3471,227631.33
3472,410812.09
3473,317590.48
3474,169893.62
3475,127075.65
3476,348705.73
3477,280583.35
3478,489699.59
3479,337852.25
3480,329776.99
3481,342144.09
3482,320927.87
3483,297068.49
3484,331603.18
3485,322736.22
3486,186566.4
3487,329526.44
3488,320177.62
3489,333022.64
3490,420323.88
3491,1394993.45
3492,142752.57
3493,262773.53
3494,515773.62
3495,639550.56
3496,892087.52
3497,94071.19
3498,953600.98
3499,364105.65
3500,116204.01
3501,207939.33
3502,382796.09
3503,194938.05
3504,262311.49
3505,238209.31
3506,538847.22
3507,339396.12
3508,315649.46
3509,367629.89
3510,429363.55
3511,305860.23
3512,172996.6
3513,263118.19
3514,250516.01
3515,232426.61
3516,371346.05
3517,326715.81
3518,119288.95
3519,235073.09
3520,152248.39
3521,328006.69
3522,660000.25
3523,180622.67
3524,187682.53
3525,614194.17
3526,333463.53
3527,176418.57
3528,335474.61
3529,91053.79
3530,410187.02
3531,233719.17
3532,238397.16
3533,420189.77
3534,316414.82
3535,308017.35
3536,175757.02
3537,154828.44
3538,127894.58
3539,317714.47
3540,363750.74
3541,303599.08
3542,290699.74
3543,336754.36
3544,358650.74
3545,247896.14
3546,230798.73
3547,189510.51
3548,298111.57
3549,219157.61
3550,167367.56
3551,339560.09
3552,503331.75
3553,146622.36
3554,642393.98
3555,305745.81
3556,298954.36
3557,918660.72
3558,406417.6
3559,214355.34
3560,647029.53
3561,299467.64
3562,392949.24
3563,111270.12
3564,638499.35
3565,237244.98
3566,256543.5
3567,656696.07
3568,276807.4
3569,277229.71
3570,667068.13
3571,308436.53
3572,320070.42
3573,311121.1
3574,359754.73
3575,211861.48
3576,766618.52
3577,371046.14
3578,282889.25
3579,319667.56
3580,166821.36
3581,102382.33
3582,257129.41
3583,211104.22
3584,365570.22
3585,284754.11
3586,256057.59
3587,335647.41
3588,388712.4
3589,332506.21
3590,319665.34
3591,545736.09
3592,361232.15
3593,103479.67
3594,323932.65
3595,354871.69
3596,207377.23
3597,345190.35
3598,342552.97
3599,361612.76
3600,309441.59
3601,311055.11
3602,583323.69
3603,316719.99
3604,572577.17
3605,340360.36
3606,107738.41
3607,286301.95
3608,108589.61
3609,179866.1
3610,368202.12
3611,408254.58
3612,330370.25
3613,315420.99
3614,212851.76
3615,230997.63
3616,80526.5
3617,319872
3618,207600.93
3619,238921.07
3620,515125.13
3621,286124.47
3622,300331.78
3623,542229.05
3624,682703.55
